motif_id,family
MA0004.1,Basic helix-loop-helix factors (bHLH)
MA0013.1,C2H2 zinc finger factors
MA0021.1,Other C4 zinc finger-type factors
MA0022.1,Rel homology region (RHR) factors
MA0023.1,Rel homology region (RHR) factors
MA0026.1,Tryptophan cluster factors
MA0049.1,C2H2 zinc finger factors
MA0053.1,Other C4 zinc finger-type factors
MA0054.1,Tryptophan cluster factors
MA0064.1,Other C4 zinc finger-type factors
MA0069.1,Paired box factors
MA0071.1,Nuclear receptors with C4 zinc fingers
MA0096.1,Basic leucine zipper factors (bZIP)
MA0097.1,Basic leucine zipper factors (bZIP)
MA0101.1,Rel homology region (RHR) factors
MA0107.1,Rel homology region (RHR) factors
MA0111.1,Basic helix-loop-helix factors (bHLH)
MA0116.1,C2H2 zinc finger factors
MA0123.1,AP2/EREBP
MA0128.1,Basic leucine zipper factors (bZIP)
MA0129.1,Basic leucine zipper factors (bZIP)
MA0130.1,C2H2 zinc finger factors
MA0149.1,Tryptophan cluster factors
MA0155.1,C2H2 zinc finger factors
MA0163.1,C2H2 zinc finger factors
MA0165.1,Homeo domain factors
MA0166.1,Homeo domain factors
MA0167.1,Homeo domain factors
MA0168.1,Homeo domain factors
MA0169.1,Homeo domain factors
MA0170.1,Homeo domain factors
MA0171.1,Homeo domain factors
MA0172.1,Homeo domain factors
MA0173.1,Homeo domain factors
MA0174.1,Homeo domain factors
MA0175.1,Homeo domain factors
MA0176.1,Homeo domain factors
MA0177.1,Homeo domain factors
MA0178.1,Homeo domain factors
MA0179.1,Homeo domain factors
MA0180.1,Homeo domain factors
MA0181.1,Homeo domain factors
MA0182.1,Homeo domain factors
MA0183.1,Homeo domain factors
MA0186.1,Homeo domain factors
MA0187.1,Homeo domain factors
MA0188.1,Homeo domain factors
MA0190.1,Homeo domain factors
MA0191.1,Homeo domain factors
MA0192.1,Homeo domain factors
MA0193.1,Homeo domain factors
MA0194.1,Homeo domain factors
MA0196.1,Homeo domain factors
MA0198.1,Homeo domain factors
MA0199.1,Homeo domain factors
MA0201.1,Homeo domain factors
MA0202.1,Homeo domain factors
MA0203.1,Homeo domain factors
MA0204.1,Homeo domain factors
MA0206.1,Homeo domain factors
MA0207.1,Homeo domain factors
MA0208.1,Homeo domain factors
MA0209.1,Homeo domain factors
MA0210.1,Homeo domain factors
MA0211.1,Homeo domain factors
MA0212.1,Homeo domain factors
MA0214.1,Homeo domain factors
MA0215.1,Homeo domain factors
MA0217.1,Homeo domain factors
MA0218.1,Homeo domain factors
MA0219.1,Homeo domain factors
MA0220.1,Homeo domain factors
MA0221.1,Homeo domain factors
MA0224.1,Homeo domain factors
MA0225.1,Homeo domain factors
MA0226.1,Homeo domain factors
MA0227.1,Homeo domain factors
MA0228.1,Homeo domain factors
MA0229.1,Homeo domain factors
MA0230.1,Homeo domain factors
MA0231.1,Homeo domain factors
MA0232.1,Homeo domain factors
MA0233.1,Homeo domain factors
MA0234.1,Homeo domain factors
MA0235.1,Homeo domain factors
MA0236.1,Homeo domain factors
MA0238.1,Homeo domain factors
MA0240.1,Homeo domain factors
MA0241.1,Homeo domain factors
MA0244.1,Basic leucine zipper factors (bZIP)
MA0245.1,Homeo domain factors
MA0246.1,Homeo domain factors
MA0248.1,Homeo domain factors
MA0250.1,Homeo domain factors
MA0251.1,Homeo domain factors
MA0253.1,Homeo domain factors
MA0254.1,Homeo domain factors
MA0256.1,Homeo domain factors
MA0260.1,C2H2 zinc finger factors
MA0271.1,MADS box factors
MA0274.1,Basic leucine zipper factors (bZIP)
MA0275.1,C6 zinc cluster factors
MA0276.1,Other C4 zinc finger-type factors
MA0277.1,C2H2 zinc finger factors
MA0283.1,C6 zinc cluster factors
MA0288.1,Homeo domain factors
MA0289.1,Other C4 zinc finger-type factors
MA0290.1,C6 zinc cluster factors
MA0297.1,Fork head/winged helix factors
MA0299.1,C6 zinc cluster factors
MA0307.1,Other C4 zinc finger-type factors
MA0311.1,C6 zinc cluster factors
MA0318.1,Homeo domain factors
MA0321.1,Basic helix-loop-helix factors (bHLH)
MA0322.1,Basic helix-loop-helix factors (bHLH)
MA0323.1,High-mobility group (HMG) domain factors
MA0324.1,C6 zinc cluster factors
MA0327.1,Homeo domain factors
MA0331.1,MADS box factors
MA0332.1,Basic leucine zipper factors (bZIP)
MA0340.1,C2H2 zinc finger factors
MA0341.1,C2H2 zinc finger factors
MA0342.1,C2H2 zinc finger factors
MA0344.1,High-mobility group (HMG) domain factors
MA0353.1,C6 zinc cluster factors
MA0356.1,Homeo domain factors
MA0357.1,Basic helix-loop-helix factors (bHLH)
MA0364.1,C2H2 zinc finger factors
MA0366.1,C2H2 zinc finger factors
MA0368.1,C2H2 zinc finger factors
MA0370.1,C2H2 zinc finger factors
MA0371.1,High-mobility group (HMG) domain factors
MA0373.1,C2H2 zinc finger factors
MA0391.1,C6 zinc cluster factors
MA0392.1,C6 zinc cluster factors
MA0394.1,C2H2 zinc finger factors
MA0399.1,C6 zinc cluster factors
MA0404.1,C6 zinc cluster factors
MA0405.1,C6 zinc cluster factors
MA0407.1,C6 zinc cluster factors
MA0409.1,Basic helix-loop-helix factors (bHLH)
MA0417.1,Basic leucine zipper factors (bZIP)
MA0419.1,Basic leucine zipper factors (bZIP)
MA0421.1,Tryptophan cluster factors
MA0426.1,Homeo domain factors
MA0429.1,C6 zinc cluster factors
MA0432.1,C6 zinc cluster factors
MA0437.1,C6 zinc cluster factors
MA0440.1,C2H2 zinc finger factors
MA0444.1,Homeo domain factors
MA0445.1,High-mobility group (HMG) domain factors
MA0446.1,Fork head/winged helix factors
MA0447.1,Basic leucine zipper factors (bZIP)
MA0448.1,Homeo domain factors
MA0450.1,C2H2 zinc finger factors
MA0454.1,C2H2 zinc finger factors
MA0456.1,C2H2 zinc finger factors
MA0459.1,Nuclear receptors with C4 zinc fingers
MA0460.1,C2H2 zinc finger factors
MA0468.1,Homeo domain factors
MA0515.1,High-mobility group (HMG) domain factors
MA0258.2,Nuclear receptors with C4 zinc fingers
MA0216.2,Homeo domain factors
MA0533.1,C2H2 zinc finger factors
MA0237.2,High-mobility group (HMG) domain factors
MA0537.1,C2H2 zinc finger factors
MA0542.1,Other C4 zinc finger-type factors
MA0544.1,Tryptophan cluster factors
MA0546.1,Fork head/winged helix factors
MA0553.1,AP2/EREBP
MA0559.1,MADS box factors
MA0561.1,Basic helix-loop-helix factors (bHLH)
MA0562.1,Basic helix-loop-helix factors (bHLH)
MA0566.1,Basic helix-loop-helix factors (bHLH)
MA0567.1,AP2/EREBP
MA0574.1,Tryptophan cluster factors
MA0580.1,Basic helix-loop-helix factors (bHLH)
MA0595.1,Basic helix-loop-helix factors (bHLH)
MA0596.1,Basic helix-loop-helix factors (bHLH)
MA0599.1,C2H2 zinc finger factors
MA0604.1,Basic leucine zipper factors (bZIP)
MA0608.1,Basic leucine zipper factors (bZIP)
MA0613.1,Fork head/winged helix factors
MA0614.1,Fork head/winged helix factors
MA0636.1,Basic helix-loop-helix factors (bHLH)
MA0641.1,Tryptophan cluster factors
MA0042.2,Fork head/winged helix factors
MA0033.2,Fork head/winged helix factors
MA0153.2,Homeo domain factors
MA0486.2,Heat shock factors
MA0653.1,Tryptophan cluster factors
MA0655.1,Basic leucine zipper factors (bZIP)
MA0660.1,MADS box factors
MA0663.1,Basic helix-loop-helix factors (bHLH)
MA0665.1,Basic helix-loop-helix factors (bHLH)
MA0667.1,Basic helix-loop-helix factors (bHLH)
MA0669.1,Basic helix-loop-helix factors (bHLH)
MA0676.1,Nuclear receptors with C4 zinc fingers
MA0678.1,Basic helix-loop-helix factors (bHLH)
MA0068.2,Paired box factors
MA0512.2,Nuclear receptors with C4 zinc fingers
MA0083.3,MADS box factors
MA0009.2,T-Box factors
MA0689.1,T-Box factors
MA0691.1,Basic helix-loop-helix factors (bHLH)
MA0696.1,C2H2 zinc finger factors
MA0713.1,Homeo domain factors
MA0715.1,Homeo domain factors
MA0724.1,Homeo domain factors
MA0728.1,Nuclear receptors with C4 zinc fingers
MA0729.1,Nuclear receptors with C4 zinc fingers
MA0730.1,Nuclear receptors with C4 zinc fingers
MA0731.1,C2H2 zinc finger factors
MA0472.2,C2H2 zinc finger factors
MA0736.1,C2H2 zinc finger factors
MA0737.1,C2H2 zinc finger factors
MA0741.1,C2H2 zinc finger factors
MA0088.2,C2H2 zinc finger factors
MA0758.1,Fork head/winged helix factors
MA0770.1,Heat shock factors
MA0771.1,Heat shock factors
MA0773.1,MADS box factors
MA0774.1,Homeo domain factors
MA0776.1,Tryptophan cluster factors
MA0777.1,Tryptophan cluster factors
MA0105.4,Rel homology region (RHR) factors
MA0780.1,Paired box factors
MA0783.1,Homeo domain factors
MA0787.1,Homeo domain factors
MA0788.1,Homeo domain factors
MA0789.1,Homeo domain factors
MA0792.1,Homeo domain factors
MA0794.1,Homeo domain factors
MA0796.1,Homeo domain factors
MA0797.1,Homeo domain factors
MA0801.1,T-Box factors
MA0803.1,T-Box factors
MA0805.1,T-Box factors
MA0806.1,T-Box factors
MA0807.1,T-Box factors
MA0816.1,Basic helix-loop-helix factors (bHLH)
MA0822.1,Basic helix-loop-helix factors (bHLH)
MA0823.1,Basic helix-loop-helix factors (bHLH)
MA0826.1,Basic helix-loop-helix factors (bHLH)
MA0827.1,Basic helix-loop-helix factors (bHLH)
MA0838.1,Basic leucine zipper factors (bZIP)
MA0845.1,Fork head/winged helix factors
MA0032.2,Fork head/winged helix factors
MA0848.1,Fork head/winged helix factors
MA0849.1,Fork head/winged helix factors
MA0850.1,Fork head/winged helix factors
MA0855.1,Nuclear receptors with C4 zinc fingers
MA0856.1,Nuclear receptors with C4 zinc fingers
MA0857.1,Nuclear receptors with C4 zinc fingers
MA0858.1,Nuclear receptors with C4 zinc fingers
MA0860.1,Nuclear receptors with C4 zinc fingers
MA0863.1,C2H2 zinc finger factors
MA0024.3,Fork head/winged helix factors
MA0866.1,High-mobility group (HMG) domain factors
MA0870.1,High-mobility group (HMG) domain factors
MA0916.1,Tryptophan cluster factors
MA0917.1,GCM domain factors
MA0922.1,Basic leucine zipper factors (bZIP)
MA0924.1,Homeo domain factors
MA0926.1,Homeo domain factors
MA0927.1,Homeo domain factors
MA0328.2,Homeo domain factors
MA0935.1,GCM domain factors
MA0936.1,GCM domain factors
MA0937.1,GCM domain factors
MA0939.1,GCM domain factors
MA0940.1,MADS box factors
MA0946.1,Tryptophan cluster factors
MA0947.1,Tryptophan cluster factors
MA0950.1,Homeo domain factors
MA0951.1,Homeo domain factors
MA0952.1,Homeo domain factors
MA0957.1,Basic helix-loop-helix factors (bHLH)
MA0958.1,Basic helix-loop-helix factors (bHLH)
MA0959.1,Basic helix-loop-helix factors (bHLH)
MA0960.1,Basic helix-loop-helix factors (bHLH)
MA0963.1,Basic helix-loop-helix factors (bHLH)
MA0967.1,Basic leucine zipper factors (bZIP)
MA0972.1,Tryptophan cluster factors
MA0975.1,AP2/EREBP
MA0977.1,Other C4 zinc finger-type factors
MA0978.1,AP2/EREBP
MA0986.1,AP2/EREBP
MA1007.1,AP2/EREBP
MA1009.1,B3
MA1012.1,MADS box factors
MA1013.1,Other C4 zinc finger-type factors
MA1014.1,Other C4 zinc finger-type factors
MA1020.1,Tryptophan cluster factors
MA1023.1,AP2/EREBP
MA1028.1,Tryptophan cluster factors
MA1033.1,Basic leucine zipper factors (bZIP)
MA1034.1,AP2/EREBP
MA1035.1,TCP
MA1036.1,Tryptophan cluster factors
MA1039.1,Tryptophan cluster factors
MA1040.1,Tryptophan cluster factors
MA1041.1,Tryptophan cluster factors
MA1042.1,Tryptophan cluster factors
MA1046.1,GCM domain factors
MA1048.1,AP2/EREBP
MA1050.1,TCP
MA1051.1,AP2/EREBP
MA1053.1,AP2/EREBP
MA1066.1,TCP
MA1067.1,TCP
MA1075.1,GCM domain factors
MA1080.1,GCM domain factors
MA1084.1,GCM domain factors
MA1091.1,GCM domain factors
MA1095.1,TCP
MA1096.1,TCP
MA1097.1,TCP
MA1098.1,TCP
MA1124.1,C2H2 zinc finger factors
MA1155.1,C2H2 zinc finger factors
MA1169.1,Tryptophan cluster factors
MA1188.1,Tryptophan cluster factors
MA1199.1,MADS box factors
MA1202.1,MADS box factors
MA1203.1,MADS box factors
MA1204.1,MADS box factors
MA1205.1,MADS box factors
MA1221.1,AP2/EREBP
MA1222.1,AP2/EREBP
MA1225.1,AP2/EREBP
MA1235.1,AP2/EREBP
MA1242.1,AP2/EREBP
MA1274.1,Other C4 zinc finger-type factors
MA1290.1,TCP
MA1291.1,TCP
MA1309.1,GCM domain factors
MA1324.1,Other C4 zinc finger-type factors
MA1328.1,Homeo domain factors
MA1335.1,Basic leucine zipper factors (bZIP)
MA1339.1,Basic leucine zipper factors (bZIP)
MA1348.1,Basic leucine zipper factors (bZIP)
MA1350.1,Basic leucine zipper factors (bZIP)
MA1352.1,Tryptophan cluster factors
MA1354.1,Tryptophan cluster factors
MA1356.1,Tryptophan cluster factors
MA1363.1,Basic helix-loop-helix factors (bHLH)
MA1373.1,C2H2 zinc finger factors
MA1378.1,AP2/EREBP
MA1384.1,Tryptophan cluster factors
MA1416.1,C2H2 zinc finger factors
MA1420.1,Tryptophan cluster factors
MA1421.1,High-mobility group (HMG) domain factors
MA1434.1,Tryptophan cluster factors
MA1440.1,Fork head/winged helix factors
MA1442.1,Homeo domain factors
MA1445.1,Homeo domain factors
MA1448.1,Basic leucine zipper factors (bZIP)
MA1451.1,Nuclear receptors with C4 zinc fingers
MA1468.1,Basic helix-loop-helix factors (bHLH)
MA1485.1,Basic helix-loop-helix factors (bHLH)
MA1489.1,Fork head/winged helix factors
MA1493.1,Basic helix-loop-helix factors (bHLH)
MA1509.1,Tryptophan cluster factors
MA1538.1,Nuclear receptors with C4 zinc fingers
MA1539.1,Nuclear receptors with C4 zinc fingers
MA1555.1,Nuclear receptors with C4 zinc fingers
MA1556.1,Nuclear receptors with C4 zinc fingers
MA1570.1,Basic helix-loop-helix factors (bHLH)
MA1571.1,Homeo domain factors
MA1572.1,Homeo domain factors
MA1580.1,C2H2 zinc finger factors
MA1587.1,C2H2 zinc finger factors
MA1588.1,C2H2 zinc finger factors
MA1594.1,C2H2 zinc finger factors
MA1596.1,C2H2 zinc finger factors
MA1597.1,C2H2 zinc finger factors
MA0158.2,Homeo domain factors
MA0912.2,Homeo domain factors
MA0623.2,Basic helix-loop-helix factors (bHLH)
MA2055.1,Basic leucine zipper factors (bZIP)
MA2056.1,Other C4 zinc finger-type factors
MA2057.1,Basic helix-loop-helix factors (bHLH)
MA2058.1,Other C4 zinc finger-type factors
MA2059.1,GCM domain factors
MA2060.1,Basic helix-loop-helix factors (bHLH)
MA2061.1,Basic helix-loop-helix factors (bHLH)
MA2062.1,Other C4 zinc finger-type factors
MA2063.1,AP2/EREBP
MA2064.1,Basic helix-loop-helix factors (bHLH)
MA2065.1,AP2/EREBP
MA2066.1,Basic leucine zipper factors (bZIP)
MA2067.1,Basic helix-loop-helix factors (bHLH)
MA2068.1,TCP
MA2069.1,Other C4 zinc finger-type factors
MA2070.1,Other C4 zinc finger-type factors
MA2071.1,Basic helix-loop-helix factors (bHLH)
MA2072.1,Basic leucine zipper factors (bZIP)
MA2073.1,Other C4 zinc finger-type factors
MA2074.1,AP2/EREBP
MA2075.1,Basic leucine zipper factors (bZIP)
MA2076.1,Basic helix-loop-helix factors (bHLH)
MA2077.1,Basic helix-loop-helix factors (bHLH)
MA2078.1,AP2/EREBP
MA2079.1,TCP
MA2080.1,Basic helix-loop-helix factors (bHLH)
MA2081.1,Other C4 zinc finger-type factors
MA2082.1,Homeo domain factors
MA2083.1,Tryptophan cluster factors
MA2084.1,Other C4 zinc finger-type factors
MA2085.1,Other C4 zinc finger-type factors
MA2086.1,Basic leucine zipper factors (bZIP)
MA2087.1,Basic leucine zipper factors (bZIP)
MA2088.1,AP2/EREBP
MA2089.1,GCM domain factors
MA2090.1,Tryptophan cluster factors
MA2091.1,Basic leucine zipper factors (bZIP)
MA2092.1,Basic leucine zipper factors (bZIP)
MA2093.1,Homeo domain factors
MA2094.1,Paired box factors
MA2095.1,High-mobility group (HMG) domain factors
MA2096.1,C2H2 zinc finger factors
MA1715.1,C2H2 zinc finger factors
MA2097.1,C2H2 zinc finger factors
MA2098.1,C2H2 zinc finger factors
MA2099.1,C2H2 zinc finger factors
MA1718.1,C2H2 zinc finger factors
MA2100.1,C2H2 zinc finger factors
MA2101.1,C2H2 zinc finger factors
MA1732.1,Fork head/winged helix factors
MA1684.1,Fork head/winged helix factors
MA1686.1,B3
MA1687.1,B3
MA1700.1,C2H2 zinc finger factors
MA2102.1,C2H2 zinc finger factors
MA1734.1,GCM domain factors
MA1738.1,Tryptophan cluster factors
MA1741.1,GCM domain factors
MA1746.1,Basic leucine zipper factors (bZIP)
MA1749.1,Fork head/winged helix factors
MA1750.1,Fork head/winged helix factors
MA1760.1,Heat shock factors
MA1783.1,GCM domain factors
MA1784.1,GCM domain factors
MA1788.1,GCM domain factors
MA1789.1,GCM domain factors
MA1790.1,GCM domain factors
MA1791.1,GCM domain factors
MA1792.1,GCM domain factors
MA1796.1,AP2/EREBP
MA1797.1,B3
MA1800.1,B3
MA2103.1,Tryptophan cluster factors
MA2104.1,C2H2 zinc finger factors
MA2105.1,Basic leucine zipper factors (bZIP)
MA1818.1,AP2/EREBP
MA2106.1,Tryptophan cluster factors
MA2107.1,C2H2 zinc finger factors
MA2108.1,C2H2 zinc finger factors
MA1876.1,Homeo domain factors
MA1890.1,C2H2 zinc finger factors
MA1893.1,C2H2 zinc finger factors
MA2110.1,Homeo domain factors
MA2111.1,Nuclear receptors with C4 zinc fingers
MA2112.1,Homeo domain factors
MA2113.1,Paired box factors
MA2114.1,Paired box factors
MA2115.1,Paired box factors
MA2116.1,Homeo domain factors
MA1972.1,C2H2 zinc finger factors
MA1980.1,C2H2 zinc finger factors
MA1985.1,C2H2 zinc finger factors
MA2117.1,Fork head/winged helix factors
MA2118.1,Fork head/winged helix factors
MA2119.1,Homeo domain factors
MA2120.1,C2H2 zinc finger factors
MA2121.1,C2H2 zinc finger factors
MA2122.1,Rel homology region (RHR) factors
MA2123.1,Basic helix-loop-helix factors (bHLH)
MA2125.1,C2H2 zinc finger factors
MA2126.1,C2H2 zinc finger factors
MA0079.5,C2H2 zinc finger factors
MA0509.3,Fork head/winged helix factors
MA0516.3,C2H2 zinc finger factors
MA0607.2,Basic helix-loop-helix factors (bHLH)
MA0685.2,C2H2 zinc finger factors
MA0740.2,C2H2 zinc finger factors
MA0742.2,C2H2 zinc finger factors
MA0798.3,Fork head/winged helix factors
MA0818.2,Basic helix-loop-helix factors (bHLH)
MA0821.2,Basic helix-loop-helix factors (bHLH)
MA0831.3,Basic helix-loop-helix factors (bHLH)
MA0878.3,Homeo domain factors
MA0884.2,Homeo domain factors
MA1511.2,C2H2 zinc finger factors
MA1532.2,Nuclear receptors with C4 zinc fingers
MA1547.2,Homeo domain factors
MA1563.2,High-mobility group (HMG) domain factors
MA1601.2,C2H2 zinc finger factors
MA1633.2,Basic leucine zipper factors (bZIP)
MA2127.1,Basic leucine zipper factors (bZIP)
MA2128.1,Homeo domain factors
MA2129.1,Homeo domain factors
MA2131.1,Paired box factors
MA2132.1,C2H2 zinc finger factors
MA2133.1,Other C4 zinc finger-type factors
MA2134.1,Other C4 zinc finger-type factors
MA2135.1,Basic leucine zipper factors (bZIP)
MA2136.1,C2H2 zinc finger factors
MA2137.1,C2H2 zinc finger factors
MA2138.1,C2H2 zinc finger factors
MA2139.1,Fork head/winged helix factors
MA2140.1,Fork head/winged helix factors
MA2141.1,C2H2 zinc finger factors
MA2142.1,Nuclear receptors with C4 zinc fingers
MA2143.1,Nuclear receptors with C4 zinc fingers
MA2144.1,Nuclear receptors with C4 zinc fingers
MA2145.1,Nuclear receptors with C4 zinc fingers
MA2146.1,Nuclear receptors with C4 zinc fingers
MA2147.1,Homeo domain factors
MA2148.1,C2H2 zinc finger factors
MA2149.1,Nuclear receptors with C4 zinc fingers
MA2150.1,C2H2 zinc finger factors
MA2151.1,Paired box factors
MA2152.1,Basic helix-loop-helix factors (bHLH)
MA2153.1,Nuclear receptors with C4 zinc fingers
MA2154.1,C2H2 zinc finger factors
MA2155.1,C2H2 zinc finger factors
MA2156.1,Basic leucine zipper factors (bZIP)
MA2157.1,Basic leucine zipper factors (bZIP)
MA2158.1,Homeo domain factors
MA2159.1,Homeo domain factors
MA2160.1,Homeo domain factors
MA2161.1,Homeo domain factors
MA2162.1,Homeo domain factors
MA2163.1,Basic helix-loop-helix factors (bHLH)
MA2164.1,Other C4 zinc finger-type factors
MA2165.1,Other C4 zinc finger-type factors
MA2166.1,Tryptophan cluster factors
MA2167.1,Fork head/winged helix factors
MA2168.1,Basic helix-loop-helix factors (bHLH)
MA2169.1,Heat shock factors
MA2170.1,Basic helix-loop-helix factors (bHLH)
MA2171.1,C2H2 zinc finger factors
MA2172.1,Basic helix-loop-helix factors (bHLH)
MA2173.1,MADS box factors
MA2174.1,Homeo domain factors
MA2175.1,Basic helix-loop-helix factors (bHLH)
MA2176.1,Basic helix-loop-helix factors (bHLH)
MA2179.1,Homeo domain factors
MA2180.1,C2H2 zinc finger factors
MA2181.1,C2H2 zinc finger factors
MA2183.1,Nuclear receptors with C4 zinc fingers
MA2184.1,High-mobility group (HMG) domain factors
MA2185.1,T-Box factors
MA2186.1,T-Box factors
MA2187.1,C2H2 zinc finger factors
MA2188.1,Homeo domain factors
MA2189.1,C2H2 zinc finger factors
MA2190.1,C2H2 zinc finger factors
MA2191.1,Basic helix-loop-helix factors (bHLH)
MA2192.1,Basic leucine zipper factors (bZIP)
MA2193.1,Basic leucine zipper factors (bZIP)
MA2194.1,Basic leucine zipper factors (bZIP)
MA2195.1,Basic helix-loop-helix factors (bHLH)
MA2196.1,Basic helix-loop-helix factors (bHLH)
MA2197.1,Fork head/winged helix factors
MA2198.1,C2H2 zinc finger factors
MA2199.1,C2H2 zinc finger factors
MA2200.1,MADS box factors
MA2201.1,C2H2 zinc finger factors
MA2202.1,T-Box factors
MA2203.1,C2H2 zinc finger factors
MA2204.1,C2H2 zinc finger factors
MA2205.1,C2H2 zinc finger factors
MA2206.1,Fork head/winged helix factors
MA2207.1,C2H2 zinc finger factors
MA2208.1,Basic leucine zipper factors (bZIP)
MA2209.1,Basic leucine zipper factors (bZIP)
MA2210.1,Basic leucine zipper factors (bZIP)
MA2211.1,Fork head/winged helix factors
MA2212.1,C2H2 zinc finger factors
MA2213.1,Rel homology region (RHR) factors
MA2214.1,Basic helix-loop-helix factors (bHLH)
MA2215.1,Basic helix-loop-helix factors (bHLH)
MA2216.1,T-Box factors
MA2217.1,Basic helix-loop-helix factors (bHLH)
MA2218.1,Nuclear receptors with C4 zinc fingers
MA2219.1,Basic helix-loop-helix factors (bHLH)
MA2220.1,Basic helix-loop-helix factors (bHLH)
MA2221.1,Basic helix-loop-helix factors (bHLH)
MA2222.1,Basic helix-loop-helix factors (bHLH)
MA2223.1,Nuclear receptors with C4 zinc fingers
MA2224.1,Nuclear receptors with C4 zinc fingers
MA2225.1,C2H2 zinc finger factors
MA2226.1,Nuclear receptors with C4 zinc fingers
MA2227.1,C2H2 zinc finger factors
MA2228.1,Tryptophan cluster factors
MA2229.1,Tryptophan cluster factors
MA2230.1,Tryptophan cluster factors
MA2231.1,Tryptophan cluster factors
MA2232.1,Fork head/winged helix factors
MA2233.1,Basic helix-loop-helix factors (bHLH)
MA2234.1,Basic helix-loop-helix factors (bHLH)
MA2235.1,Fork head/winged helix factors
MA2236.1,Fork head/winged helix factors
MA2237.1,Fork head/winged helix factors
MA2238.1,Other C4 zinc finger-type factors
MA2239.1,Paired box factors
MA2240.1,Basic helix-loop-helix factors (bHLH)
MA2241.1,Basic helix-loop-helix factors (bHLH)
MA2242.1,Nuclear receptors with C4 zinc fingers
MA2243.1,Nuclear receptors with C4 zinc fingers
MA2244.1,Nuclear receptors with C4 zinc fingers
MA2245.1,Nuclear receptors with C4 zinc fingers
MA2246.1,Basic leucine zipper factors (bZIP)
MA2247.1,C2H2 zinc finger factors
MA2248.1,Basic leucine zipper factors (bZIP)
MA2249.1,C2H2 zinc finger factors
MA2250.1,C2H2 zinc finger factors
MA2251.1,Nuclear receptors with C4 zinc fingers
MA2252.1,C2H2 zinc finger factors
MA2253.1,C2H2 zinc finger factors
MA2255.1,Basic helix-loop-helix factors (bHLH)
MA2256.1,T-Box factors
MA2257.1,Basic helix-loop-helix factors (bHLH)
MA2258.1,Basic helix-loop-helix factors (bHLH)
MA2259.1,T-Box factors
MA2260.1,Homeo domain factors
MA2261.1,C2H2 zinc finger factors
MA2262.1,Tryptophan cluster factors
MA2263.1,Paired box factors
MA2264.1,Rel homology region (RHR) factors
MA2266.1,Fork head/winged helix factors
MA2267.1,C2H2 zinc finger factors
MA2268.1,Homeo domain factors
MA2269.1,Basic helix-loop-helix factors (bHLH)
MA2270.1,C2H2 zinc finger factors
MA2271.1,C2H2 zinc finger factors
MA2272.1,Fork head/winged helix factors
MA2273.1,High-mobility group (HMG) domain factors
MA2274.1,High-mobility group (HMG) domain factors
MA2275.1,High-mobility group (HMG) domain factors
MA2276.1,High-mobility group (HMG) domain factors
MA2277.1,High-mobility group (HMG) domain factors
MA2278.1,High-mobility group (HMG) domain factors
MA2279.1,C2H2 zinc finger factors
MA2280.1,C2H2 zinc finger factors
MA2281.1,Basic helix-loop-helix factors (bHLH)
MA2282.1,Basic helix-loop-helix factors (bHLH)
MA2283.1,Other C4 zinc finger-type factors
MA2284.1,Basic helix-loop-helix factors (bHLH)
MA2285.1,C2H2 zinc finger factors
MA2286.1,Nuclear receptors with C4 zinc fingers
MA2288.1,Basic leucine zipper factors (bZIP)
MA2289.1,Paired box factors
MA2290.1,Basic helix-loop-helix factors (bHLH)
MA2291.1,Basic leucine zipper factors (bZIP)
MA2292.1,C2H2 zinc finger factors
MA2293.1,Basic leucine zipper factors (bZIP)
MA2295.1,Basic helix-loop-helix factors (bHLH)
MA2296.1,Tryptophan cluster factors
MA2297.1,C2H2 zinc finger factors
MA2298.1,C2H2 zinc finger factors
MA2299.1,C2H2 zinc finger factors
MA2300.1,C2H2 zinc finger factors
MA2301.1,Basic helix-loop-helix factors (bHLH)
MA2302.1,Fork head/winged helix factors
MA2303.1,Basic helix-loop-helix factors (bHLH)
MA2304.1,Basic helix-loop-helix factors (bHLH)
MA2305.1,Basic helix-loop-helix factors (bHLH)
MA2307.1,C2H2 zinc finger factors
MA2308.1,Basic helix-loop-helix factors (bHLH)
MA2309.1,Basic leucine zipper factors (bZIP)
MA2310.1,C2H2 zinc finger factors
MA2311.1,Nuclear receptors with C4 zinc fingers
MA2312.1,Other C4 zinc finger-type factors
MA2313.1,C2H2 zinc finger factors
MA2314.1,Nuclear receptors with C4 zinc fingers
MA2316.1,C2H2 zinc finger factors
MA2317.1,Basic helix-loop-helix factors (bHLH)
MA2318.1,C2H2 zinc finger factors
MA2320.1,High-mobility group (HMG) domain factors
MA2321.1,Basic helix-loop-helix factors (bHLH)
MA2322.1,C2H2 zinc finger factors
MA2323.1,Nuclear receptors with C4 zinc fingers
MA2324.1,C2H2 zinc finger factors
MA2325.1,Basic helix-loop-helix factors (bHLH)
MA2326.1,C2H2 zinc finger factors
MA2327.1,Nuclear receptors with C4 zinc fingers
MA2328.1,C2H2 zinc finger factors
MA2329.1,C2H2 zinc finger factors
MA2330.1,C2H2 zinc finger factors
MA2331.1,C2H2 zinc finger factors
MA2332.1,C2H2 zinc finger factors
MA2333.1,C2H2 zinc finger factors
MA2334.1,C2H2 zinc finger factors
MA2335.1,C2H2 zinc finger factors
MA2336.1,C2H2 zinc finger factors
MA2337.1,Nuclear receptors with C4 zinc fingers
